"Name","Name_","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","Affinity","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties","Action.Type","Permeable"
"CHEMBL1092499",NA,NA,345.37,0,2.86,"6","COc1ccc(N(C)C(=O)N2CC(Oc3ccc(F)cc3C)C2)cn1","Ki","'='",112,"nM",6.95,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1115874","Antagonist activity at human oxytocin receptor expressed in CHO cells by beta lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155414",1,"Scientific Literature","Bioorg Med Chem Lett",2010,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL281081",NA,NA,625.63,1,4.55,"6f","O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1nc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2s1","Ki","'='",10,"nM",8,NA,NA,"UO_0000065",12.79,0.25,3.45,7.03,0,"CHEMBL761408","Displacement of 3[H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135117",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL1790722",NA,NA,1322.48,NA,NA,"2","CC[C@@H](C)[C@H]1NC(=O)[C@H](c2ccc(O)cc2)NC(=O)CC2(CCCCC2)SSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCNC(=O)c2ccc3c(c2)C2(OC3=O)c3ccc(O)cc3Oc3cc(O)ccc32)C(=O)O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](C(C)O)NC1=O","Ki","'='",126,"nM",6.9,NA,NA,"UO_0000065",5.22,NA,NA,NA,0,"CHEMBL762237","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135468",1,"Scientific Literature","J Med Chem",2002,NA,NA,NA,FALSE
"CHEMBL4474284",NA,NA,1075.26,NA,NA,"2","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)Cc2ccc(F)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",0.51,"nM",9.29,NA,NA,"UO_0000065",8.64,NA,NA,NA,0,"CHEMBL4392280","Displacement of [3H]OT from recombinant human OTR expressed in HEK293 cell membranes measured after 1 hr","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4390679",1,"Scientific Literature","J Med Chem",2019,"CHEMBL3307715",NA,NA,FALSE
"CHEMBL3354579",NA,NA,992.17,3,-3.58,"4","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCSC[C@@H](C(=O)N(CCCO)CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",1.4,"nM",8.85,NA,NA,"UO_0000065",8.92,0.18,12.43,2.25,0,"CHEMBL4392280","Displacement of [3H]OT from recombinant human OTR expressed in HEK293 cell membranes measured after 1 hr","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4390679",1,"Scientific Literature","J Med Chem",2019,"CHEMBL3307715",NA,NA,FALSE
"CHEMBL24605",NA,NA,523.42,1,4,"4b","CC(=O)NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)NCCc2ccc(Cl)c(Cl)c2)C1=O","Ki","'='",100,"nM",7,NA,NA,"UO_0000065",13.37,0.27,3,7.7,0,"CHEMBL857864","Inhibition of binding of [3H]oxytocin with human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134064",1,"Scientific Literature","Bioorg Med Chem Lett",2001,NA,NA,NA,FALSE
"CHEMBL208787",NA,NA,501.63,1,4.16,"4","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc2occc2c1","Ki","'='",1,"nM",9,NA,NA,"UO_0000065",17.94,0.33,4.84,9.82,0,"CHEMBL870934","Displacement of [3H]oxytocin from human OTR","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1138900",1,"Scientific Literature","J Med Chem",2006,NA,NA,NA,FALSE
"CHEMBL521789",NA,NA,408.38,0,3.9,"7","CCOc1ccc(-c2nnc(COC)n2-c2ccc(OC)nc2)cc1C(F)(F)F","Ki","'='",190,"nM",6.72,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL987070","Antagonist activity at human oxytocin receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1144202",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL4210854",NA,NA,327.43,1,5.34,"14","O=C(c1ccc(-c2ccccc2)cc1)N1CCCCc2ccccc21","Ki","'='",10.4,"nM",7.98,NA,NA,"UO_0000065",24.38,0.44,2.64,39.31,0,"CHEMBL4201601","Displacement of [3H]-AVP from human OXR receptor expressed in CHO cell membranes by radioligand binding assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4196200",1,"Scientific Literature","J Med Chem",2018,NA,NA,NA,TRUE
"CHEMBL514975",NA,NA,369.89,1,5.04,"12a","O=C(c1ccc(-c2ccccc2Cl)cc1)N(CC1CC1)CC1CCCO1","Ki","'='",3.162,"nM",8.5,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL480584",NA,NA,396.49,1,5.05,"15g","N#Cc1ccccc1-c1ccc(C(=O)N(Cc2ccccc2)CC2CCCO2)cc1","Ki","'='",1000,"nM",6,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL341490",NA,NA,339.46,0,3.74,"3","Cc1ccc(S(=O)(=O)N2CCC3(C=Cc4ccccc43)CC2)cc1","Ki","'='",1000,"nM",6,NA,NA,"UO_0000065",17.68,0.34,2.26,16.05,0,"CHEMBL1253100","Displacement of [3H]-oxytocin from oxytocin receptor in human uterus tissue","B","BAO_0000221","tissue-based format","Homo sapiens","CHEMBL3638197","Uterus",NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1250454",1,"Scientific Literature","J Med Chem",2010,NA,NA,NA,TRUE
"CHEMBL467546",NA,NA,418.53,0,4.52,"15","CCSc1ccc(-c2cnc(-c3nnc(C)n3-c3ccc(OC)nc3)cn2)c(C)c1","Ki","'='",232,"nM",6.63,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL467545",NA,NA,378.82,0,3.76,"14","COc1ccc(-n2c(C)nnc2-c2cnc(-c3ccccc3Cl)cn2)cn1","Ki","'='",2,"nM",8.7,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL511908",NA,NA,341.41,0,4.92,"6","COc1ccc(-n2c(C)nnc2-c2ccc(-c3ccccc3)cc2)cc1","Ki","'='",143,"nM",6.84,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL457997",NA,NA,461.54,0,4.56,"11","COc1ccc(S(=O)(=O)N(Cc2ccc(-c3ccccc3)cn2)c2ccc(OC)nc2)cc1","Ki","'='",125.89,"nM",6.9,NA,NA,"UO_0000065",14.95,0.29,2.34,8.45,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL474219",NA,NA,413.54,0,3.79,"12c","CS(=O)(=O)c1ccccc1-c1ccc(C(=O)N(CC2CC2)CC2CCCO2)cc1","Ki","'='",630.96,"nM",6.2,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL480546",NA,NA,440.47,1,5.59,"15f","O=C(c1ccc(-c2ccccc2C(F)(F)F)nc1)N(Cc1ccccc1)CC1CCCO1","Ki","'='",79.43,"nM",7.1,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL282767",NA,NA,625.63,1,4.55,"6e","O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1nc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2s1","Ki","'='",79.43,"nM",7.1,NA,NA,"UO_0000065",11.35,0.22,2.55,6.24,0,"CHEMBL761408","Displacement of 3[H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135117",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL605373",NA,NA,398.47,0,4.13,"31a","Cc1ccn(-c2ccc(C(=O)N3Cc4cnn(C)c4Nc4ccccc43)cc2C)n1","Ki","'='",27.8,"nM",7.56,NA,NA,"UO_0000065",18.96,0.34,3.43,11.11,0,"CHEMBL1065226","Displacement of [3H]AVP from human oxytocin receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156912",1,"Scientific Literature","J Med Chem",2010,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL2113214",NA,NA,539.06,1,4.7,"63f","CCC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)c2ccc(Cl)cc2)cc1","Ki","'='",1750,"nM",5.76,NA,NA,"UO_0000065",10.68,0.21,1.06,5.33,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL427190",NA,NA,521.64,1,3.42,"57a","CCOc1ccc(S(=O)(=O)N(CC(=O)N2Cc3ccccc3CC2CC(N)=O)c2ccc(C)cc2)cc1","Ki","'='",500,"nM",6.3,NA,NA,"UO_0000065",12.08,0.23,2.88,5.73,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL2369835",NA,NA,1070.22,NA,NA,"21","NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N1","Ki","'='",664,"nM",6.18,NA,NA,"UO_0000065",5.77,NA,NA,NA,0,"CHEMBL762238","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL412210",NA,NA,1471.59,NA,NA,"8","CN(C(=O)CCc1ccc(O)cc1)[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N(C(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)[C@@H](CCCCN)C(N)=O","Ki","'='",1.6,"nM",8.8,NA,NA,"UO_0000065",5.98,NA,NA,NA,0,"CHEMBL761407","The inhibition constant (Ki(nM)) by displacement of [125I]- HO-LVA radiolabeled ligand using membranes of CHO cells of human Oxytocin receptor","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132193",1,"Scientific Literature","J Med Chem",1999,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL338522",NA,NA,510.7,1,3.57,"35","CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)[C@@H](NC(=O)Cc1c[nH]cn1)C2","Ki","'='",61,"nM",7.21,NA,NA,"UO_0000065",14.13,0.27,3.64,7.58,0,"CHEMBL753723","Tested against human uterine OT receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1126550",1,"Scientific Literature","J Med Chem",1993,NA,NA,NA,FALSE
"CHEMBL304577",NA,NA,555.68,2,5.5,"25","COc1cc(OC2CCN(Cc3ccccc3)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",29,"nM",7.54,NA,NA,"UO_0000065",13.56,0.25,2.04,10.53,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL200682",NA,NA,444.94,0,4.49,"14","COc1ccc(N(CC(=O)Nc2ccc(Cl)cc2C)S(=O)(=O)c2ccccc2)cc1","Ki","'='",800,"nM",6.1,NA,NA,"UO_0000065",13.7,0.28,1.61,8.05,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL196816",NA,NA,457.94,0,3.78,"10b","C/C(=N\NC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccccc1)c1ccccc1O","Ki","'='",4900,"nM",5.31,NA,NA,"UO_0000065",11.59,0.23,1.53,5.36,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL302128",NA,NA,610.69,2,6.19,"55","COc1cc(OC2CCN(c3cccc4ncccc34)CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",2.3,"nM",8.64,NA,NA,"UO_0000065",14.15,0.26,2.45,10.23,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL105673",NA,NA,487.56,0,4.99,"18","COc1cc(O[C@@H](C)c2ccncc2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",160,"nM",6.8,NA,NA,"UO_0000065",13.94,0.26,1.81,8.37,0,"CHEMBL761405","Binding affinity against cloned human oxytocin receptor from human embryonic kidney cells","B","BAO_0000219","cell-based format",NA,NA,NA,"kidney",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1130655",1,"Scientific Literature","Bioorg Med Chem Lett",1998,NA,NA,NA,TRUE
"CHEMBL378939",NA,NA,517.67,1,3.73,"3","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)(C)C)c1ccc2c(c1)CCO2","Ki","'='",3.981,"nM",8.4,NA,NA,"UO_0000065",16.23,0.3,4.67,9.57,0,"CHEMBL870934","Displacement of [3H]oxytocin from human OTR","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1138900",1,"Scientific Literature","J Med Chem",2006,NA,NA,NA,FALSE
"CHEMBL31802",NA,NA,560.56,1,3.18,"13p","CC1OC(=O)N(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)C1=O","Ki","'='",25.12,"nM",7.6,NA,NA,"UO_0000065",13.56,0.25,4.42,5.48,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL30550",NA,NA,608.57,1,4.69,"6c","O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2o1","Ki","'='",100,"nM",7,NA,NA,"UO_0000065",11.5,0.22,2.31,6.14,0,"CHEMBL761408","Displacement of 3[H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135117",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL286084",NA,NA,376.41,0,4.19,"3g","O=C(c1ccc2occc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",251.19,"nM",6.6,NA,NA,"UO_0000065",17.53,0.32,2.41,10.48,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL31606",NA,NA,501.58,1,4.92,"13c","CC(=O)N1CCC(c2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1","Ki","'='",63.1,"nM",7.2,NA,NA,"UO_0000065",14.35,0.27,2.28,8.64,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL447916",NA,NA,336.44,0,3.78,"13b","O=C(c1ccc(-c2ccccc2)nc1)N(CC1CC1)CC1CCCO1","Ki","'='",3162.28,"nM",5.5,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL474609",NA,NA,379.5,0,4.7,"16i","COc1ccc(C)cc1-c1ccc(C(=O)N(CC2CC2)CC2CCCO2)cc1","Ki","'='",6309.57,"nM",5.2,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL31978",NA,NA,537.64,1,4.33,"13d","CS(=O)(=O)N1CCC(c2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1","Ki","'='",79.43,"nM",7.1,NA,NA,"UO_0000065",13.21,0.26,2.77,7.07,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL417133",NA,NA,530.58,1,3.43,"13j","O=C(CN1CCCC1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1","Ki","'='",25.12,"nM",7.6,NA,NA,"UO_0000065",14.32,0.27,4.17,6.76,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL2037516",NA,NA,490.65,0,3.37,"77","CCC(CC)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)nc1C","Ki","'='",0.03162,"nM",10.5,NA,NA,"UO_0000065",21.4,0.4,7.13,12.71,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
